,movie,year,imdb,metascore,votes,n_imdb
522,Mystic River,2003,8.0,84,380005,80.0
523,Love Actually,2003,7.6,55,369517,76.0
524,Lost in Translation,2003,7.8,89,365377,78.0
525,The Last Samurai,2003,7.7,55,361106,77.0
526,Terminator 3: Rise of the Machines,2003,6.3,66,341940,63.0
527,Bruce Almighty,2003,6.7,46,337572,67.0
528,The Italian Job,2003,7.0,68,315844,70.0
529,School of Rock,2003,7.1,82,237492,71.0
530,Underworld,2003,7.0,42,234869,70.0
531,Hulk,2003,5.7,54,234673,57.0
532,2 Fast 2 Furious,2003,5.9,38,224183,59.0
533,21 Grams,2003,7.7,70,209039,77.0
534,Identity,2003,7.3,64,204407,73.0
535,Bad Boys II,2003,6.6,38,201347,66.0
536,Old School,2003,7.1,54,200491,71.0
537,Daredevil,2003,5.3,42,194198,53.0
538,Anger Management,2003,6.2,52,188061,62.0
539,Master and Commander: The Far Side of the World,2003,7.4,81,186248,74.0
540,How to Lose a Guy in 10 Days,2003,6.4,45,184753,64.0
541,American Wedding,2003,6.3,43,178961,63.0
542,Elf,2003,6.9,64,177906,69.0
543,The League of Extraordinary Gentlemen,2003,5.8,30,154650,58.0
544,Once Upon a Time in Mexico,2003,6.4,56,142624,64.0
545,Final Destination 2,2003,6.2,38,136625,62.0
546,Johnny English,2003,6.2,51,130544,62.0
547,Cold Mountain,2003,7.2,73,129778,72.0
548,S.W.A.T.,2003,6.0,45,129468,60.0
549,Good Bye Lenin!,2003,7.7,68,126980,77.0
550,Scary Movie 3,2003,5.5,49,125317,55.0
551,Bad Santa,2003,7.1,70,124204,71.0
552,The Recruit,2003,6.6,56,122609,66.0
553,Dogville,2003,8.0,60,122574,80.0
554,Monster,2003,7.3,74,121510,73.0
555,The Texas Chainsaw Massacre,2003,6.2,38,120535,62.0
556,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,119070,55.0
557,Matchstick Men,2003,7.3,61,116272,73.0
558,Freaky Friday,2003,6.2,70,112161,62.0
559,Charlie's Angels: Full Throttle,2003,4.9,48,110612,49.0
560,Eternal Sunshine of the Spotless Mind,2004,8.3,89,797749,83.0
561,Kill Bill: Vol. 2,2004,8.0,83,593558,80.0
562,The Incredibles,2004,8.0,90,575694,80.0
563,Million Dollar Baby,2004,8.1,86,570995,81.0
564,Spider-Man 2,2004,7.3,83,483674,73.0
565,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,468341,79.0
566,The Notebook,2004,7.9,53,459275,79.0
567,Shaun of the Dead,2004,7.9,76,456126,79.0
568,"I, Robot",2004,7.1,59,450611,71.0
569,Troy,2004,7.2,56,439337,72.0
570,The Butterfly Effect,2004,7.7,30,410043,77.0
571,The Bourne Supremacy,2004,7.8,73,398763,78.0
572,Crash,2004,7.8,69,394654,78.0
573,The Day After Tomorrow,2004,6.4,47,375416,64.0
574,Shrek 2,2004,7.2,75,366754,72.0
575,The Terminal,2004,7.3,55,354758,73.0
576,Saw,2004,7.6,46,344138,76.0
577,Collateral,2004,7.5,71,328746,75.0
578,Ocean's Twelve,2004,6.5,58,323914,65.0
579,The Machinist,2004,7.7,61,322445,77.0
580,Hotel Rwanda,2004,8.1,79,306521,81.0
581,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,301331,72.0
582,The Aviator,2004,7.5,77,300347,75.0
583,Man on Fire,2004,7.7,47,300269,77.0
584,50 First Dates,2004,6.8,48,297272,68.0
585,Downfall,2004,8.2,82,295650,82.0
586,Mean Girls,2004,7.0,66,291608,70.0
587,National Treasure,2004,6.9,39,280224,69.0
588,Hellboy,2004,6.9,72,277367,69.0
589,Howl's Moving Castle,2004,8.2,80,271384,82.0
590,Meet the Fockers,2004,6.3,41,233586,63.0
591,Van Helsing,2004,6.1,35,223969,61.0
592,The Village,2004,6.5,44,220378,65.0
593,Dawn of the Dead,2004,7.3,59,216290,73.0
594,Dodgeball: A True Underdog Story,2004,6.7,55,208537,67.0
595,The Chronicles of Riddick,2004,6.7,38,201021,67.0
596,Before Sunset,2004,8.1,90,200859,81.0
597,Garden State,2004,7.5,67,199510,75.0
598,The Passion of the Christ,2004,7.2,47,197151,72.0
599,Finding Neverland,2004,7.7,67,188417,77.0
600,The Girl Next Door,2004,6.7,47,187133,67.0
601,Closer,2004,7.3,65,186614,73.0
602,A Series of Unfortunate Events,2004,6.8,62,180952,68.0
603,Napoleon Dynamite,2004,6.9,64,180276,69.0
604,EuroTrip,2004,6.6,45,179392,66.0
605,Resident Evil: Apocalypse,2004,6.2,35,171789,62.0
606,Harold & Kumar Go to White Castle,2004,7.1,64,169472,71.0
607,AVP: Alien vs. Predator,2004,5.6,29,168704,56.0
608,Eternal Sunshine of the Spotless Mind,2004,8.3,89,797749,83.0
609,Kill Bill: Vol. 2,2004,8.0,83,593558,80.0
610,The Incredibles,2004,8.0,90,575694,80.0
611,Million Dollar Baby,2004,8.1,86,570995,81.0
612,Spider-Man 2,2004,7.3,83,483674,73.0
613,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,468341,79.0
614,The Notebook,2004,7.9,53,459275,79.0
615,Shaun of the Dead,2004,7.9,76,456126,79.0
616,"I, Robot",2004,7.1,59,450611,71.0
617,Troy,2004,7.2,56,439337,72.0
618,The Butterfly Effect,2004,7.7,30,410043,77.0
619,The Bourne Supremacy,2004,7.8,73,398763,78.0
620,Crash,2004,7.8,69,394654,78.0
621,The Day After Tomorrow,2004,6.4,47,375416,64.0
622,Shrek 2,2004,7.2,75,366754,72.0
623,The Terminal,2004,7.3,55,354758,73.0
624,Saw,2004,7.6,46,344138,76.0
625,Collateral,2004,7.5,71,328746,75.0
626,Ocean's Twelve,2004,6.5,58,323914,65.0
627,The Machinist,2004,7.7,61,322445,77.0
628,Hotel Rwanda,2004,8.1,79,306521,81.0
629,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,301331,72.0
630,The Aviator,2004,7.5,77,300347,75.0
631,Man on Fire,2004,7.7,47,300269,77.0
632,50 First Dates,2004,6.8,48,297272,68.0
633,Downfall,2004,8.2,82,295650,82.0
634,Mean Girls,2004,7.0,66,291608,70.0
635,National Treasure,2004,6.9,39,280224,69.0
636,Hellboy,2004,6.9,72,277367,69.0
637,Howl's Moving Castle,2004,8.2,80,271384,82.0
638,Meet the Fockers,2004,6.3,41,233586,63.0
639,Van Helsing,2004,6.1,35,223969,61.0
640,The Village,2004,6.5,44,220378,65.0
641,Dawn of the Dead,2004,7.3,59,216290,73.0
642,Dodgeball: A True Underdog Story,2004,6.7,55,208537,67.0
643,The Chronicles of Riddick,2004,6.7,38,201021,67.0
644,Before Sunset,2004,8.1,90,200859,81.0
645,Garden State,2004,7.5,67,199510,75.0
646,The Passion of the Christ,2004,7.2,47,197151,72.0
647,Finding Neverland,2004,7.7,67,188417,77.0
648,The Girl Next Door,2004,6.7,47,187133,67.0
649,Closer,2004,7.3,65,186614,73.0
650,A Series of Unfortunate Events,2004,6.8,62,180952,68.0
651,Napoleon Dynamite,2004,6.9,64,180276,69.0
652,EuroTrip,2004,6.6,45,179392,66.0
653,Resident Evil: Apocalypse,2004,6.2,35,171789,62.0
654,Harold & Kumar Go to White Castle,2004,7.1,64,169472,71.0
655,AVP: Alien vs. Predator,2004,5.6,29,168704,56.0
656,Eternal Sunshine of the Spotless Mind,2004,8.3,89,797749,83.0
657,Kill Bill: Vol. 2,2004,8.0,83,593558,80.0
658,The Incredibles,2004,8.0,90,575694,80.0
659,Million Dollar Baby,2004,8.1,86,570995,81.0
660,Spider-Man 2,2004,7.3,83,483674,73.0
661,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,468341,79.0
662,The Notebook,2004,7.9,53,459275,79.0
663,Shaun of the Dead,2004,7.9,76,456126,79.0
664,"I, Robot",2004,7.1,59,450611,71.0
665,Troy,2004,7.2,56,439337,72.0
666,The Butterfly Effect,2004,7.7,30,410043,77.0
667,The Bourne Supremacy,2004,7.8,73,398763,78.0
668,Crash,2004,7.8,69,394654,78.0
669,The Day After Tomorrow,2004,6.4,47,375416,64.0
670,Shrek 2,2004,7.2,75,366754,72.0
671,The Terminal,2004,7.3,55,354758,73.0
672,Saw,2004,7.6,46,344138,76.0
673,Collateral,2004,7.5,71,328746,75.0
674,Ocean's Twelve,2004,6.5,58,323914,65.0
675,The Machinist,2004,7.7,61,322445,77.0
676,Hotel Rwanda,2004,8.1,79,306521,81.0
677,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,301331,72.0
678,The Aviator,2004,7.5,77,300347,75.0
679,Man on Fire,2004,7.7,47,300269,77.0
680,50 First Dates,2004,6.8,48,297272,68.0
681,Downfall,2004,8.2,82,295650,82.0
682,Mean Girls,2004,7.0,66,291608,70.0
683,National Treasure,2004,6.9,39,280224,69.0
684,Hellboy,2004,6.9,72,277367,69.0
685,Howl's Moving Castle,2004,8.2,80,271384,82.0
686,Meet the Fockers,2004,6.3,41,233586,63.0
687,Van Helsing,2004,6.1,35,223969,61.0
688,The Village,2004,6.5,44,220378,65.0
689,Dawn of the Dead,2004,7.3,59,216290,73.0
690,Dodgeball: A True Underdog Story,2004,6.7,55,208537,67.0
691,The Chronicles of Riddick,2004,6.7,38,201021,67.0
692,Before Sunset,2004,8.1,90,200859,81.0
693,Garden State,2004,7.5,67,199510,75.0
694,The Passion of the Christ,2004,7.2,47,197151,72.0
695,Finding Neverland,2004,7.7,67,188417,77.0
696,The Girl Next Door,2004,6.7,47,187133,67.0
697,Closer,2004,7.3,65,186614,73.0
698,A Series of Unfortunate Events,2004,6.8,62,180952,68.0
699,Napoleon Dynamite,2004,6.9,64,180276,69.0
700,EuroTrip,2004,6.6,45,179392,66.0
701,Resident Evil: Apocalypse,2004,6.2,35,171789,62.0
702,Harold & Kumar Go to White Castle,2004,7.1,64,169472,71.0
703,AVP: Alien vs. Predator,2004,5.6,29,168704,56.0
704,Eternal Sunshine of the Spotless Mind,2004,8.3,89,797749,83.0
705,Kill Bill: Vol. 2,2004,8.0,83,593558,80.0
706,The Incredibles,2004,8.0,90,575694,80.0
707,Million Dollar Baby,2004,8.1,86,570995,81.0
708,Spider-Man 2,2004,7.3,83,483674,73.0
709,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,468341,79.0
710,The Notebook,2004,7.9,53,459275,79.0
711,Shaun of the Dead,2004,7.9,76,456126,79.0
712,"I, Robot",2004,7.1,59,450611,71.0
713,Troy,2004,7.2,56,439337,72.0
714,The Butterfly Effect,2004,7.7,30,410043,77.0
715,The Bourne Supremacy,2004,7.8,73,398763,78.0
716,Crash,2004,7.8,69,394654,78.0
717,The Day After Tomorrow,2004,6.4,47,375416,64.0
718,Shrek 2,2004,7.2,75,366754,72.0
719,The Terminal,2004,7.3,55,354758,73.0
720,Saw,2004,7.6,46,344138,76.0
721,Collateral,2004,7.5,71,328746,75.0
722,Ocean's Twelve,2004,6.5,58,323914,65.0
723,The Machinist,2004,7.7,61,322445,77.0
724,Hotel Rwanda,2004,8.1,79,306521,81.0
725,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,301331,72.0
726,The Aviator,2004,7.5,77,300347,75.0
727,Man on Fire,2004,7.7,47,300269,77.0
728,50 First Dates,2004,6.8,48,297272,68.0
729,Downfall,2004,8.2,82,295650,82.0
730,Mean Girls,2004,7.0,66,291608,70.0
731,National Treasure,2004,6.9,39,280224,69.0
732,Hellboy,2004,6.9,72,277367,69.0
733,Howl's Moving Castle,2004,8.2,80,271384,82.0
734,Meet the Fockers,2004,6.3,41,233586,63.0
735,Van Helsing,2004,6.1,35,223969,61.0
736,The Village,2004,6.5,44,220378,65.0
737,Dawn of the Dead,2004,7.3,59,216290,73.0
738,Dodgeball: A True Underdog Story,2004,6.7,55,208537,67.0
739,The Chronicles of Riddick,2004,6.7,38,201021,67.0
740,Before Sunset,2004,8.1,90,200859,81.0
741,Garden State,2004,7.5,67,199510,75.0
742,The Passion of the Christ,2004,7.2,47,197151,72.0
743,Finding Neverland,2004,7.7,67,188417,77.0
744,The Girl Next Door,2004,6.7,47,187133,67.0
745,Closer,2004,7.3,65,186614,73.0
746,A Series of Unfortunate Events,2004,6.8,62,180952,68.0
747,Napoleon Dynamite,2004,6.9,64,180276,69.0
748,EuroTrip,2004,6.6,45,179392,66.0
749,Resident Evil: Apocalypse,2004,6.2,35,171789,62.0
750,Harold & Kumar Go to White Castle,2004,7.1,64,169472,71.0
751,AVP: Alien vs. Predator,2004,5.6,29,168704,56.0
752,Batman Begins,2005,8.3,70,1156012,83.0
753,V for Vendetta,2005,8.2,62,928117,82.0
754,Sin City,2005,8.0,74,707204,80.0
755,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,619863,76.0
756,Harry Potter and the Goblet of Fire,2005,7.7,81,468441,77.0
757,Mr. & Mrs. Smith,2005,6.5,55,404093,65.0
758,War of the Worlds,2005,6.5,73,378013,65.0
759,Charlie and the Chocolate Factory,2005,6.7,72,376655,67.0
760,King Kong,2005,7.2,81,357982,72.0
761,The 40-Year-Old Virgin,2005,7.1,73,352890,71.0
762,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,329861,69.0
763,Madagascar,2005,6.9,57,317578,69.0
764,Wedding Crashers,2005,7.0,64,308069,70.0
765,Brokeback Mountain,2005,7.7,87,292419,77.0
766,Fantastic Four,2005,5.7,40,291571,57.0
767,The Island,2005,6.9,50,284449,69.0
768,Lord of War,2005,7.6,62,272783,76.0
769,Hitch,2005,6.6,58,272002,66.0
770,Constantine,2005,7.0,50,269852,70.0
771,Serenity,2005,7.9,74,264958,79.0
772,Kingdom of Heaven,2005,7.2,63,245157,72.0
773,Pride & Prejudice,2005,7.8,82,224147,78.0
774,Corpse Bride,2005,7.4,83,218280,74.0
775,Saw II,2005,6.6,40,213365,66.0
776,Walk the Line,2005,7.9,72,207908,79.0
777,A History of Violence,2005,7.5,81,206834,75.0
778,Thank You for Smoking,2005,7.6,71,203860,76.0
779,Kiss Kiss Bang Bang,2005,7.6,72,198731,76.0
780,Munich,2005,7.6,74,195049,76.0
781,Match Point,2005,7.6,72,187374,76.0
782,The Descent,2005,7.2,71,180185,72.0
783,Transporter 2,2005,6.3,56,175772,63.0
784,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,174244,68.0
785,Cinderella Man,2005,8.0,69,163733,80.0
786,Jarhead,2005,7.0,58,159185,70.0
787,Hostel,2005,5.9,55,155599,59.0
788,The Longest Yard,2005,6.4,48,147126,64.0
789,Hard Candy,2005,7.1,58,144400,71.0
790,Flightplan,2005,6.3,53,140517,63.0
791,Green Street Hooligans,2005,7.5,55,131505,75.0
792,Memoirs of a Geisha,2005,7.4,54,129568,74.0
793,Batman Begins,2005,8.3,70,1156012,83.0
794,V for Vendetta,2005,8.2,62,928117,82.0
795,Sin City,2005,8.0,74,707204,80.0
796,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,619863,76.0
797,Harry Potter and the Goblet of Fire,2005,7.7,81,468441,77.0
798,Mr. & Mrs. Smith,2005,6.5,55,404093,65.0
799,War of the Worlds,2005,6.5,73,378013,65.0
800,Charlie and the Chocolate Factory,2005,6.7,72,376655,67.0
801,King Kong,2005,7.2,81,357982,72.0
802,The 40-Year-Old Virgin,2005,7.1,73,352890,71.0
803,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,329861,69.0
804,Madagascar,2005,6.9,57,317578,69.0
805,Wedding Crashers,2005,7.0,64,308069,70.0
806,Brokeback Mountain,2005,7.7,87,292419,77.0
807,Fantastic Four,2005,5.7,40,291571,57.0
808,The Island,2005,6.9,50,284449,69.0
809,Lord of War,2005,7.6,62,272783,76.0
810,Hitch,2005,6.6,58,272002,66.0
811,Constantine,2005,7.0,50,269852,70.0
812,Serenity,2005,7.9,74,264958,79.0
813,Kingdom of Heaven,2005,7.2,63,245157,72.0
814,Pride & Prejudice,2005,7.8,82,224147,78.0
815,Corpse Bride,2005,7.4,83,218280,74.0
816,Saw II,2005,6.6,40,213365,66.0
817,Walk the Line,2005,7.9,72,207908,79.0
818,A History of Violence,2005,7.5,81,206834,75.0
819,Thank You for Smoking,2005,7.6,71,203860,76.0
820,Kiss Kiss Bang Bang,2005,7.6,72,198731,76.0
821,Munich,2005,7.6,74,195049,76.0
822,Match Point,2005,7.6,72,187374,76.0
823,The Descent,2005,7.2,71,180185,72.0
824,Transporter 2,2005,6.3,56,175772,63.0
825,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,174244,68.0
826,Cinderella Man,2005,8.0,69,163733,80.0
827,Jarhead,2005,7.0,58,159185,70.0
828,Hostel,2005,5.9,55,155599,59.0
829,The Longest Yard,2005,6.4,48,147126,64.0
830,Hard Candy,2005,7.1,58,144400,71.0
831,Flightplan,2005,6.3,53,140517,63.0
832,Green Street Hooligans,2005,7.5,55,131505,75.0
833,Memoirs of a Geisha,2005,7.4,54,129568,74.0
834,Batman Begins,2005,8.3,70,1156012,83.0
835,V for Vendetta,2005,8.2,62,928117,82.0
836,Sin City,2005,8.0,74,707204,80.0
837,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,619863,76.0
838,Harry Potter and the Goblet of Fire,2005,7.7,81,468441,77.0
839,Mr. & Mrs. Smith,2005,6.5,55,404093,65.0
840,War of the Worlds,2005,6.5,73,378013,65.0
841,Charlie and the Chocolate Factory,2005,6.7,72,376655,67.0
842,King Kong,2005,7.2,81,357982,72.0
843,The 40-Year-Old Virgin,2005,7.1,73,352890,71.0
844,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,329861,69.0
845,Madagascar,2005,6.9,57,317578,69.0
846,Wedding Crashers,2005,7.0,64,308069,70.0
847,Brokeback Mountain,2005,7.7,87,292419,77.0
848,Fantastic Four,2005,5.7,40,291571,57.0
849,The Island,2005,6.9,50,284449,69.0
850,Lord of War,2005,7.6,62,272783,76.0
851,Hitch,2005,6.6,58,272002,66.0
852,Constantine,2005,7.0,50,269852,70.0
853,Serenity,2005,7.9,74,264958,79.0
854,Kingdom of Heaven,2005,7.2,63,245157,72.0
855,Pride & Prejudice,2005,7.8,82,224147,78.0
856,Corpse Bride,2005,7.4,83,218280,74.0
857,Saw II,2005,6.6,40,213365,66.0
858,Walk the Line,2005,7.9,72,207908,79.0
859,A History of Violence,2005,7.5,81,206834,75.0
860,Thank You for Smoking,2005,7.6,71,203860,76.0
861,Kiss Kiss Bang Bang,2005,7.6,72,198731,76.0
862,Munich,2005,7.6,74,195049,76.0
863,Match Point,2005,7.6,72,187374,76.0
864,The Descent,2005,7.2,71,180185,72.0
865,Transporter 2,2005,6.3,56,175772,63.0
866,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,174244,68.0
867,Cinderella Man,2005,8.0,69,163733,80.0
868,Jarhead,2005,7.0,58,159185,70.0
869,Hostel,2005,5.9,55,155599,59.0
870,The Longest Yard,2005,6.4,48,147126,64.0
871,Hard Candy,2005,7.1,58,144400,71.0
872,Flightplan,2005,6.3,53,140517,63.0
873,Green Street Hooligans,2005,7.5,55,131505,75.0
874,Memoirs of a Geisha,2005,7.4,54,129568,74.0
875,Batman Begins,2005,8.3,70,1156012,83.0
876,V for Vendetta,2005,8.2,62,928117,82.0
877,Sin City,2005,8.0,74,707204,80.0
878,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,619863,76.0
879,Harry Potter and the Goblet of Fire,2005,7.7,81,468441,77.0
880,Mr. & Mrs. Smith,2005,6.5,55,404093,65.0
881,War of the Worlds,2005,6.5,73,378013,65.0
882,Charlie and the Chocolate Factory,2005,6.7,72,376655,67.0
883,King Kong,2005,7.2,81,357982,72.0
884,The 40-Year-Old Virgin,2005,7.1,73,352890,71.0
885,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,329861,69.0
886,Madagascar,2005,6.9,57,317578,69.0
887,Wedding Crashers,2005,7.0,64,308069,70.0
888,Brokeback Mountain,2005,7.7,87,292419,77.0
889,Fantastic Four,2005,5.7,40,291571,57.0
890,The Island,2005,6.9,50,284449,69.0
891,Lord of War,2005,7.6,62,272783,76.0
892,Hitch,2005,6.6,58,272002,66.0
893,Constantine,2005,7.0,50,269852,70.0
894,Serenity,2005,7.9,74,264958,79.0
895,Kingdom of Heaven,2005,7.2,63,245157,72.0
896,Pride & Prejudice,2005,7.8,82,224147,78.0
897,Corpse Bride,2005,7.4,83,218280,74.0
898,Saw II,2005,6.6,40,213365,66.0
899,Walk the Line,2005,7.9,72,207908,79.0
900,A History of Violence,2005,7.5,81,206834,75.0
901,Thank You for Smoking,2005,7.6,71,203860,76.0
902,Kiss Kiss Bang Bang,2005,7.6,72,198731,76.0
903,Munich,2005,7.6,74,195049,76.0
904,Match Point,2005,7.6,72,187374,76.0
905,The Descent,2005,7.2,71,180185,72.0
906,Transporter 2,2005,6.3,56,175772,63.0
907,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,174244,68.0
908,Cinderella Man,2005,8.0,69,163733,80.0
909,Jarhead,2005,7.0,58,159185,70.0
910,Hostel,2005,5.9,55,155599,59.0
911,The Longest Yard,2005,6.4,48,147126,64.0
912,Hard Candy,2005,7.1,58,144400,71.0
913,Flightplan,2005,6.3,53,140517,63.0
914,Green Street Hooligans,2005,7.5,55,131505,75.0
915,Memoirs of a Geisha,2005,7.4,54,129568,74.0
916,The Departed,2006,8.5,85,1039615,85.0
917,The Prestige,2006,8.5,66,1028109,85.0
918,300,2006,7.7,52,677162,77.0
919,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,598516,73.0
920,Pan's Labyrinth,2006,8.2,98,555357,82.0
921,Casino Royale,2006,8.0,80,527365,80.0
922,Blood Diamond,2006,8.0,64,452635,80.0
923,X-Men: The Last Stand,2006,6.7,58,439252,67.0
924,Children of Men,2006,7.9,84,416434,79.0
925,Little Miss Sunshine,2006,7.8,80,400317,78.0
926,The Pursuit of Happyness,2006,8.0,64,394144,80.0
927,The Da Vinci Code,2006,6.6,46,362908,66.0
928,The Illusionist,2006,7.6,68,331833,76.0
929,The Devil Wears Prada,2006,6.9,62,328861,69.0
930,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,326575,73.0
931,Cars,2006,7.1,73,314705,71.0
932,The Lives of Others,2006,8.4,89,311900,84.0
933,Inside Man,2006,7.6,76,306887,76.0
934,Mission: Impossible III,2006,6.9,66,297695,69.0
935,Lucky Number Slevin,2006,7.8,53,284843,78.0
936,Click,2006,6.4,45,277027,64.0
937,Night at the Museum,2006,6.4,48,277023,64.0
938,Deja Vu,2006,7.1,59,270189,71.0
939,Babel,2006,7.5,69,268493,75.0
940,Apocalypto,2006,7.8,68,265471,78.0
941,Superman Returns,2006,6.1,72,257184,61.0
942,Ice Age: The Meltdown,2006,6.8,58,226806,68.0
943,Crank,2006,7.0,57,217491,70.0
944,Perfume: The Story of a Murderer,2006,7.5,56,214117,75.0
945,The Fountain,2006,7.3,51,212898,73.0
946,The Fast and the Furious: Tokyo Drift,2006,6.0,45,212171,60.0
947,The Holiday,2006,6.9,52,211134,69.0
948,Stranger Than Fiction,2006,7.6,67,204014,76.0
949,Silent Hill,2006,6.6,31,198855,66.0
950,Rocky Balboa,2006,7.2,63,184231,72.0
951,Underworld: Evolution,2006,6.7,36,176746,67.0
952,Saw III,2006,6.2,48,162783,62.0
953,The Last King of Scotland,2006,7.7,74,162263,77.0
954,Happy Feet,2006,6.5,77,153046,65.0
955,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,149188,66.0
956,The Hills Have Eyes,2006,6.4,52,146097,64.0
957,Letters from Iwo Jima,2006,7.9,89,144189,79.0
958,Over the Hedge,2006,6.7,67,143803,67.0
959,She's the Man,2006,6.4,45,133441,64.0
960,Smokin' Aces,2006,6.7,45,129921,67.0
961,The Departed,2006,8.5,85,1039615,85.0
962,The Prestige,2006,8.5,66,1028109,85.0
963,300,2006,7.7,52,677162,77.0
964,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,598516,73.0
965,Pan's Labyrinth,2006,8.2,98,555357,82.0
966,Casino Royale,2006,8.0,80,527365,80.0
967,Blood Diamond,2006,8.0,64,452635,80.0
968,X-Men: The Last Stand,2006,6.7,58,439252,67.0
969,Children of Men,2006,7.9,84,416434,79.0
970,Little Miss Sunshine,2006,7.8,80,400317,78.0
971,The Pursuit of Happyness,2006,8.0,64,394144,80.0
972,The Da Vinci Code,2006,6.6,46,362908,66.0
973,The Illusionist,2006,7.6,68,331833,76.0
974,The Devil Wears Prada,2006,6.9,62,328861,69.0
975,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,326575,73.0
976,Cars,2006,7.1,73,314705,71.0
977,The Lives of Others,2006,8.4,89,311900,84.0
978,Inside Man,2006,7.6,76,306887,76.0
979,Mission: Impossible III,2006,6.9,66,297695,69.0
980,Lucky Number Slevin,2006,7.8,53,284843,78.0
981,Click,2006,6.4,45,277027,64.0
982,Night at the Museum,2006,6.4,48,277023,64.0
983,Deja Vu,2006,7.1,59,270189,71.0
984,Babel,2006,7.5,69,268493,75.0
985,Apocalypto,2006,7.8,68,265471,78.0
986,Superman Returns,2006,6.1,72,257184,61.0
987,Ice Age: The Meltdown,2006,6.8,58,226806,68.0
988,Crank,2006,7.0,57,217491,70.0
989,Perfume: The Story of a Murderer,2006,7.5,56,214117,75.0
990,The Fountain,2006,7.3,51,212898,73.0
991,The Fast and the Furious: Tokyo Drift,2006,6.0,45,212171,60.0
992,The Holiday,2006,6.9,52,211134,69.0
993,Stranger Than Fiction,2006,7.6,67,204014,76.0
994,Silent Hill,2006,6.6,31,198855,66.0
995,Rocky Balboa,2006,7.2,63,184231,72.0
996,Underworld: Evolution,2006,6.7,36,176746,67.0
997,Saw III,2006,6.2,48,162783,62.0
998,The Last King of Scotland,2006,7.7,74,162263,77.0
999,Happy Feet,2006,6.5,77,153046,65.0
1000,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,149188,66.0
1001,The Hills Have Eyes,2006,6.4,52,146097,64.0
1002,Letters from Iwo Jima,2006,7.9,89,144189,79.0
1003,Over the Hedge,2006,6.7,67,143803,67.0
1004,She's the Man,2006,6.4,45,133441,64.0
1005,Smokin' Aces,2006,6.7,45,129921,67.0
1006,The Departed,2006,8.5,85,1039615,85.0
1007,The Prestige,2006,8.5,66,1028109,85.0
1008,300,2006,7.7,52,677162,77.0
1009,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,598516,73.0
1010,Pan's Labyrinth,2006,8.2,98,555357,82.0
1011,Casino Royale,2006,8.0,80,527365,80.0
1012,Blood Diamond,2006,8.0,64,452635,80.0
1013,X-Men: The Last Stand,2006,6.7,58,439252,67.0
1014,Children of Men,2006,7.9,84,416434,79.0
1015,Little Miss Sunshine,2006,7.8,80,400317,78.0
1016,The Pursuit of Happyness,2006,8.0,64,394144,80.0
1017,The Da Vinci Code,2006,6.6,46,362908,66.0
1018,The Illusionist,2006,7.6,68,331833,76.0
1019,The Devil Wears Prada,2006,6.9,62,328861,69.0
1020,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,326575,73.0
1021,Cars,2006,7.1,73,314705,71.0
1022,The Lives of Others,2006,8.4,89,311900,84.0
1023,Inside Man,2006,7.6,76,306887,76.0
1024,Mission: Impossible III,2006,6.9,66,297695,69.0
1025,Lucky Number Slevin,2006,7.8,53,284843,78.0
1026,Click,2006,6.4,45,277027,64.0
1027,Night at the Museum,2006,6.4,48,277023,64.0
1028,Deja Vu,2006,7.1,59,270189,71.0
1029,Babel,2006,7.5,69,268493,75.0
1030,Apocalypto,2006,7.8,68,265471,78.0
1031,Superman Returns,2006,6.1,72,257184,61.0
